,Correct,Incorrect,Count,Label
Egypt.,100.0,0.0,1,Location
led,100.0,0.0,8,O
the Egyptian Armed Forces,100.0,0.0,1,Organisation
the U.S. Central Command,100.0,0.0,1,Organisation
oldest,100.0,0.0,1,O
multilateral,100.0,0.0,3,O
the Middle East,100.0,0.0,5,Location
occurring,100.0,0.0,1,O
1980.,100.0,0.0,1,Temporal
biannual,100.0,0.0,1,O
multinational,100.0,0.0,18,O
enhance,100.0,0.0,14,O
nations,100.0,0.0,22,O
confront,100.0,0.0,3,O
challenges,100.0,0.0,15,O
levels,100.0,0.0,4,O
historic,100.0,0.0,1,O
role,100.0,0.0,18,O
counterterrorism,100.0,0.0,1,O
efforts,100.0,0.0,15,O
violent,100.0,0.0,2,O
extremism,100.0,0.0,3,O
"until Sept. 14 , this year",100.0,0.0,1,Temporal
subject,100.0,0.0,3,O
expert,100.0,0.0,1,O
Post,100.0,0.0,2,O
Exercises,100.0,0.0,2,O
Field,100.0,0.0,1,O
Training,100.0,0.0,2,O
disciplines,100.0,0.0,1,O
Approximately,100.0,0.0,2,O
"8,000",100.0,0.0,1,O
Egyptian soil,100.0,0.0,1,Location
Star.,100.0,0.0,1,O
The Egyptian Armed Forces,100.0,0.0,1,Organisation
"2,300",100.0,0.0,1,O
troops on the ground,100.0,0.0,1,Location
Cameroon,100.0,0.0,1,Location
Cyprus,100.0,0.0,1,Location
Germany,100.0,0.0,4,Location
Greece,100.0,0.0,1,Location
India,100.0,0.0,6,Location
Italy,100.0,0.0,1,Location
Kuwait,100.0,0.0,4,Location
Malawi,100.0,0.0,2,Location
Pakistan,100.0,0.0,4,Location
Qatar,100.0,0.0,3,Location
Kingdom of Saudi Arabia,100.0,0.0,1,Location
South Africa,100.0,0.0,1,Location
the United Kingdom. The International Committee of the Red Cross,100.0,0.0,1,Organisation
Egyptian police,100.0,0.0,1,Organisation
Additionally,100.0,0.0,1,O
observers,100.0,0.0,2,O
Australia,100.0,0.0,6,Location
Brazil,100.0,0.0,2,Location
Republic of the Congo,100.0,0.0,1,Location
Hungary,100.0,0.0,1,Location
Japan,100.0,0.0,7,Location
Nigeria,100.0,0.0,1,Location
Oman,100.0,0.0,5,Location
Rwanda,100.0,0.0,1,Location
Sudan,100.0,0.0,1,Location
Tanzania,100.0,0.0,1,Location
Tunisia,100.0,0.0,1,Location
Uganda,100.0,0.0,1,Location
the United Arab Emirates.,100.0,0.0,1,Location
strengthens,100.0,0.0,2,O
long-standing,100.0,0.0,2,O
defense,100.0,0.0,9,O
cooperation,100.0,0.0,15,O
Egypt,100.0,0.0,1,Location
the United States.,100.0,0.0,2,Location
improve,100.0,0.0,8,O
the CENTCOM area of operations,100.0,0.0,1,Location
the African continent,100.0,0.0,1,Location
hosted,100.0,0.0,8,O
Israel’s foreign minister,100.0,0.0,1,Person
Sept. 4,100.0,0.0,1,Temporal
discussions,100.0,0.0,5,O
Vice Adm. Brad Cooper,100.0,0.0,7,Person
U.S. 5th Fleet,100.0,0.0,22,Organisation
Combined Maritime Forces,100.0,0.0,12,Organisation
welcomed,100.0,0.0,3,O
"His Excellency , Mr. Eli Cohen",100.0,0.0,1,Person
His Excellency Mr. Eitan Na’eh,100.0,0.0,1,Person
the Israeli ambassador,100.0,0.0,1,Person
The Honorable Mr. Steven Bondy,100.0,0.0,1,Person
U.S.,100.0,0.0,24,Organisation
senior officials,100.0,0.0,1,Person
headquarters aboard Naval Support Activity Bahrain,100.0,0.0,1,Location
“As,100.0,0.0,2,O
the Israeli Foreign Minister,100.0,0.0,1,Person
am,100.0,0.0,5,O
honored,100.0,0.0,2,O
stand,100.0,0.0,6,O
today,100.0,0.0,11,Temporal
the 5th Fleet,100.0,0.0,1,Organisation
Cohen,100.0,0.0,1,Person
Israel,100.0,0.0,2,Location
participation,100.0,0.0,4,O
Israel in regional security,100.0,0.0,1,Organisation
outcome,100.0,0.0,1,O
Abraham,100.0,0.0,1,O
Accords.,100.0,0.0,1,O
let,100.0,0.0,8,O
remember,100.0,0.0,1,O
commitment,100.0,0.0,15,O
knows,100.0,0.0,1,O
boundaries.,100.0,0.0,1,O
Together,100.0,0.0,2,O
chart,100.0,0.0,1,O
prosperous,100.0,0.0,1,O
beyond.”,100.0,0.0,1,O
highlights,100.0,0.0,1,O
U.S. 5th Fleet’s,100.0,0.0,2,Organisation
Kingdom of Bahrain,100.0,0.0,1,Location
underscores,100.0,0.0,2,O
Israel two years on,100.0,0.0,1,Temporal
alignment,100.0,0.0,1,O
Israel to U.S. Central Command,100.0,0.0,1,Organisation
Cooper.,100.0,0.0,3,Person
The foreign minister’s,100.0,0.0,1,Person
two-year anniversary,100.0,0.0,1,Temporal
Israel’s,100.0,0.0,1,Location
U.S. Central Command’s,100.0,0.0,1,Organisation
responsibility,100.0,0.0,7,O
"Sept. 1 , 2021",100.0,0.0,1,Temporal
engagements,100.0,0.0,5,O
Israeli forces,100.0,0.0,1,Organisation
realignment.,100.0,0.0,1,O
Both navies,100.0,0.0,1,Organisation
patrols,100.0,0.0,4,O
the Gulf of Aqaba,100.0,0.0,1,Location
Gulf of Aden. The Israeli Navy,100.0,0.0,1,Organisation
Intrinsic,100.0,0.0,1,O
Defender,100.0,0.0,3,O
Haifa,100.0,0.0,1,Location
Israel.,100.0,0.0,1,Location
two-week,100.0,0.0,2,O
enhanced,100.0,0.0,3,O
navy-to-navy,100.0,0.0,1,O
explosive ordnance disposal,100.0,0.0,3,MilitaryPlatform
health,100.0,0.0,5,O
management,100.0,0.0,11,O
underwater,100.0,0.0,1,O
construction,100.0,0.0,2,O
vessel,100.0,0.0,15,O
boarding,100.0,0.0,5,O
The U.S. 5th Fleet area of operations,100.0,0.0,2,Location
Strait of Bab al Mandeb,100.0,0.0,3,Location
welcomes,100.0,0.0,1,O
Hashemite Kingdom of Jordan,100.0,0.0,1,Location
member,100.0,0.0,10,O
the International Maritime Security Construct,100.0,0.0,1,Organisation
coalition,100.0,0.0,7,O
established in 2019,100.0,0.0,1,Temporal
deter,100.0,0.0,7,O
commercial,100.0,0.0,4,O
shipping,100.0,0.0,6,O
IMSC,100.0,0.0,8,Organisation
arm,100.0,0.0,2,O
Coalition Task Force Sentinel,100.0,0.0,1,Organisation
Seychelles last October.,100.0,0.0,1,Temporal
NAVCENT-led IMSC,100.0,0.0,1,Organisation
headquartered in Bahrain,100.0,0.0,2,Location
“Jordan,100.0,0.0,1,Location
understands,100.0,0.0,1,O
free,100.0,0.0,8,O
commerce,100.0,0.0,2,O
underpinning,100.0,0.0,1,O
Commander,100.0,0.0,5,O
Royal Jordanian Naval Force,100.0,0.0,1,Organisation
Col. Hisham Khaleel Al-Jarrah,100.0,0.0,1,Person
statement,100.0,0.0,3,O
announcing,100.0,0.0,2,O
move.,100.0,0.0,1,O
“From,100.0,0.0,1,O
standpoint,100.0,0.0,1,O
effectively,100.0,0.0,2,O
multifarious,100.0,0.0,1,O
faces,100.0,0.0,1,O
environment,100.0,0.0,11,O
the 21st century,100.0,0.0,1,Temporal
excited,100.0,0.0,3,O
join,100.0,0.0,4,O
naval,100.0,0.0,17,O
tradition,100.0,0.0,1,O
RJNF,100.0,0.0,1,Organisation
“is,100.0,0.0,1,O
looking,100.0,0.0,7,O
professionalism,100.0,0.0,3,O
essential,100.0,0.0,6,O
organization,100.0,0.0,4,O
“Joining,100.0,0.0,1,O
Royal Jordanian Navy,100.0,0.0,1,Organisation
“and,100.0,0.0,1,O
continuation,100.0,0.0,1,O
the Middle East.,100.0,0.0,2,Location
inherent,100.0,0.0,4,O
merchant,100.0,0.0,10,O
masters,100.0,0.0,2,O
domain,100.0,0.0,10,O
awareness.”,100.0,0.0,1,O
“We’re,100.0,0.0,2,O
Combined Maritime Forces.,100.0,0.0,1,Organisation
imperative,100.0,0.0,1,O
played,100.0,0.0,1,O
endeavor.,100.0,0.0,1,O
Their,100.0,0.0,3,O
representation,100.0,0.0,1,O
stronger.”,100.0,0.0,1,O
“I’m,100.0,0.0,2,O
thrilled,100.0,0.0,1,O
welcome,100.0,0.0,1,O
Kingdom of Jordan,100.0,0.0,1,Location
United Kingdom Royal Navy Commodore Peter Laughton,100.0,0.0,1,Person
IMSC. “Jordan,100.0,0.0,1,Location
construct,100.0,0.0,1,O
championing,100.0,0.0,2,O
rules-based,100.0,0.0,4,O
vibrant,100.0,0.0,1,O
trade,100.0,0.0,1,O
Jordan’s,100.0,0.0,1,Location
delivering,100.0,0.0,3,O
formed,100.0,0.0,2,O
July 2019,100.0,0.0,1,Temporal
increased,100.0,0.0,5,O
mariners,100.0,0.0,1,O
transiting,100.0,0.0,9,O
international waters in the Middle East. CTF Sentinel,100.0,0.0,1,Organisation
established,100.0,0.0,3,O
four months later,100.0,0.0,1,Temporal
state-sponsored,100.0,0.0,1,O
malign,100.0,0.0,3,O
reassure,100.0,0.0,3,O
industry,100.0,0.0,4,O
the Bab al-Mandeb,100.0,0.0,1,Location
Strait of Hormuz,100.0,0.0,7,Location
addition,100.0,0.0,7,O
IMSC’s,100.0,0.0,1,Organisation
Albania,100.0,0.0,4,Location
Estonia,100.0,0.0,1,Location
Latvia,100.0,0.0,1,Location
Lithuania,100.0,0.0,1,Location
Saudi Arabia,100.0,0.0,2,Location
Seychelles,100.0,0.0,1,Location
the United Arab Emirates,100.0,0.0,1,Location
the United Kingdom,100.0,0.0,3,Location
the United States,100.0,0.0,18,Location
based,100.0,0.0,12,O
Cooper,100.0,0.0,2,Person
Jordanian Armed Forces,100.0,0.0,1,Organisation
JAF,100.0,0.0,1,Organisation
Infinite,100.0,0.0,2,O
Aqaba,100.0,0.0,1,Location
Aug. 23,100.0,0.0,1,Temporal
300,100.0,0.0,1,O
Jordanian and U.S. Sailors,100.0,0.0,1,MilitaryPlatform
Marines,100.0,0.0,6,Organisation
Coast Guardsmen,100.0,0.0,1,MilitaryPlatform
Airmen,100.0,0.0,5,MilitaryPlatform
Task Force 56,100.0,0.0,1,Organisation
Task Force 52,100.0,0.0,2,Organisation
Task Force 59,100.0,0.0,4,Organisation
U.S. Patrol Forces Southwest Asia,100.0,0.0,1,Location
Fleet Anti-Terrorism Security Team Central Command,100.0,0.0,1,Organisation
“It’s,100.0,0.0,5,O
inspiring,100.0,0.0,1,O
joint forces,100.0,0.0,1,MilitaryPlatform
Capt. Oliver Herion,100.0,0.0,1,Person
Task Force 56.,100.0,0.0,1,Organisation
grow,100.0,0.0,2,O
tactics,100.0,0.0,3,O
stability.”,100.0,0.0,3,O
During,100.0,0.0,14,O
Jordanian forces,100.0,0.0,1,Organisation
humanitarian,100.0,0.0,4,O
assistance,100.0,0.0,9,O
disaster,100.0,0.0,2,O
interdiction,100.0,0.0,4,O
annual,100.0,0.0,3,O
the JAF,100.0,0.0,1,Organisation
Marine Corps,100.0,0.0,4,Organisation
Coast Guard forces,100.0,0.0,1,Organisation
anti-terrorism force protection,100.0,0.0,1,MilitaryPlatform
"HELENA , Mont.",100.0,0.0,1,Location
Over,100.0,0.0,4,O
10 days,100.0,0.0,1,Temporal
230,100.0,0.0,1,O
individuals,100.0,0.0,1,O
Kazakhstan,100.0,0.0,1,Location
Kyrgyzstan,100.0,0.0,1,Location
Mongolia,100.0,0.0,2,Location
Tajikistan,100.0,0.0,5,Location
Uzbekistan,100.0,0.0,1,Location
Turkmenistan,100.0,0.0,1,Location
Regional,100.0,0.0,5,O
Cooperation,100.0,0.0,5,O
23,100.0,0.0,10,O
held,100.0,0.0,8,O
"Aug. 8-18 , 2023",100.0,0.0,1,Temporal
"Helena , Montana.",100.0,0.0,1,Location
sponsored,100.0,0.0,1,O
this year,100.0,0.0,2,Temporal
the Montana National Guard,100.0,0.0,1,Organisation
counter-terrorism,100.0,0.0,2,O
Central and South Asian nations,100.0,0.0,1,Organisation
“Since,100.0,0.0,1,O
inception,100.0,0.0,2,O
2001,100.0,0.0,2,Temporal
well-known,100.0,0.0,1,O
Guy Zero,100.0,0.0,1,Person
the U.S. CENTCOM,100.0,0.0,1,Organisation
director,100.0,0.0,3,O
strategy,100.0,0.0,5,O
remarks,100.0,0.0,1,O
tremendous,100.0,0.0,2,O
relationships,100.0,0.0,9,O
share,100.0,0.0,6,O
ideas,100.0,0.0,4,O
region.”,100.0,0.0,1,O
initial,100.0,0.0,7,O
phase,100.0,0.0,2,O
focused,100.0,0.0,15,O
academics.,100.0,0.0,1,O
Advisors,100.0,0.0,1,O
the 3rd Security Force Assistance Brigade,100.0,0.0,1,Organisation
instruction,100.0,0.0,1,O
Military,100.0,0.0,6,O
Decision-Making,100.0,0.0,1,O
Process,100.0,0.0,1,O
MDMP,100.0,0.0,3,O
participants,100.0,0.0,9,O
duties,100.0,0.0,1,O
responsibilities,100.0,0.0,3,O
baseline,100.0,0.0,1,O
knowledge,100.0,0.0,5,O
class,100.0,0.0,2,O
practices,100.0,0.0,5,O
helped,100.0,0.0,7,O
shape,100.0,0.0,2,O
participants’,100.0,0.0,1,O
idea,100.0,0.0,4,O
internationally-recognized,100.0,0.0,1,O
Lt. Col. Tamir Udval,100.0,0.0,1,Person
"Aug. 12 , 2023",100.0,0.0,1,Temporal
officially,100.0,0.0,1,O
scenario,100.0,0.0,4,O
unstable,100.0,0.0,1,O
fictitious,100.0,0.0,2,O
conflicting,100.0,0.0,1,O
entities,100.0,0.0,1,O
six-day,100.0,0.0,1,Temporal
brigade-level,100.0,0.0,1,MilitaryPlatform
CPX.,100.0,0.0,1,O
Working,100.0,0.0,1,O
indelible,100.0,0.0,1,O
interpreters,100.0,0.0,1,O
sections,100.0,0.0,1,O
worked,100.0,0.0,4,O
storyline,100.0,0.0,2,O
border,100.0,0.0,5,O
providing,100.0,0.0,7,O
weapons of mass destruction,100.0,0.0,1,Weapon
interagency,100.0,0.0,1,O
facilitating,100.0,0.0,1,O
development,100.0,0.0,10,O
U.S. Air Force Maj. Gen. Peter Hronek,100.0,0.0,1,Person
adjutant general,100.0,0.0,1,Person
Montana. “Regional Cooperation 23,100.0,0.0,1,Organisation
expertise,100.0,0.0,8,O
experiences,100.0,0.0,2,O
personal,100.0,0.0,2,O
cross,100.0,0.0,3,O
borders,100.0,0.0,2,O
cultures.”,100.0,0.0,1,O
Three,100.0,0.0,1,O
conferences,100.0,0.0,4,O
conference,100.0,0.0,8,O
"Virginia Beach , Virginia",100.0,0.0,1,Location
February,100.0,0.0,2,Temporal
Helena,100.0,0.0,1,Location
April,100.0,0.0,4,Temporal
final,100.0,0.0,6,O
"Tempe , Arizona.",100.0,0.0,1,Location
seven,100.0,0.0,2,O
input,100.0,0.0,1,O
injects.,100.0,0.0,1,O
Participation,100.0,0.0,1,O
“Your,100.0,0.0,1,O
reflects,100.0,0.0,2,O
mutual,100.0,0.0,3,O
interest,100.0,0.0,10,O
Zero,100.0,0.0,1,Person
the Arizona,100.0,0.0,1,Location
Massachusetts,100.0,0.0,1,Location
Mississippi,100.0,0.0,2,Location
Montana,100.0,0.0,3,Location
Virginia National Guard,100.0,0.0,4,Organisation
participate,100.0,0.0,5,O
State,100.0,0.0,5,O
Partnership,100.0,0.0,4,O
Program,100.0,0.0,4,O
RC23.,100.0,0.0,1,O
SPP,100.0,0.0,3,O
Department of Defense,100.0,0.0,3,Organisation
administered,100.0,0.0,1,O
the National Guard Bureau,100.0,0.0,1,Organisation
state’s National Guard,100.0,0.0,1,Organisation
armed forces,100.0,0.0,1,MilitaryPlatform
focuses,100.0,0.0,3,O
relationship,100.0,0.0,5,O
building.,100.0,0.0,1,O
Now,100.0,0.0,3,O
celebrating,100.0,0.0,1,O
30th,100.0,0.0,1,O
one-third,100.0,0.0,1,O
world’s,100.0,0.0,7,O
U.S. state and territory,100.0,0.0,1,Location
“Participating,100.0,0.0,1,O
amazing,100.0,0.0,1,O
"Tajikistan , ”",100.0,0.0,1,Location
Maj. Isaac Rivera,100.0,0.0,2,Person
coordinator,100.0,0.0,1,O
enjoyed,100.0,0.0,2,O
Tajikistan since 2003,100.0,0.0,1,Temporal
this year’s,100.0,0.0,1,Temporal
RC23,100.0,0.0,1,O
partnered,100.0,0.0,1,O
Kyrgyzstan since 1996,100.0,0.0,1,Temporal
Arizona,100.0,0.0,1,Location
Kazakhstan since 1993,100.0,0.0,1,Temporal
Uzbekistan since 2012,100.0,0.0,1,Temporal
collaboration,100.0,0.0,12,O
"Maj. Stephen Jung ,",100.0,0.0,1,Person
lead,100.0,0.0,6,O
planner,100.0,0.0,1,O
"RC23 ,",100.0,0.0,1,Organisation
“When,100.0,0.0,1,O
spend,100.0,0.0,3,O
you’ll,100.0,0.0,1,O
inevitably,100.0,0.0,2,O
commonalities.,100.0,0.0,1,O
My,100.0,0.0,3,O
understanding,100.0,0.0,9,O
partnerships,100.0,0.0,7,O
military forces,100.0,0.0,2,MilitaryPlatform
level,100.0,0.0,9,O
individual,100.0,0.0,6,O
level.”,100.0,0.0,1,O
annually every year since 2004,100.0,0.0,1,Temporal
U.S. cities,100.0,0.0,1,Location
“Right,100.0,0.0,1,O
today’s,100.0,0.0,1,Temporal
inject,100.0,0.0,1,O
flawless,100.0,0.0,1,O
Brigadier Hamad Raza,100.0,0.0,1,Person
Finally,100.0,0.0,2,O
"Aug. 18 , 2023",100.0,0.0,1,Temporal
entered,100.0,0.0,5,O
after-action,100.0,0.0,1,O
review,100.0,0.0,3,O
gift,100.0,0.0,1,O
exchange,100.0,0.0,2,O
marked,100.0,0.0,2,O
“No,100.0,0.0,1,O
we’re,100.0,0.0,3,O
group,100.0,0.0,12,O
united,100.0,0.0,2,O
Col. Peter Fiorentino,100.0,0.0,1,Person
Massachusetts National Guardsman,100.0,0.0,1,Organisation
served,100.0,0.0,5,O
brigade commander,100.0,0.0,1,Person
“Thank,100.0,0.0,1,O
future.”,100.0,0.0,1,O
The Republic of Philippine Navy,100.0,0.0,1,Organisation
multinational counter-piracy task force,100.0,0.0,1,Organisation
change-of-command,100.0,0.0,1,O
ceremony,100.0,0.0,2,O
Aug. 21 at the U.S. Navy base,100.0,0.0,1,Location
Republic of Korea Navy Rear Admiral Ko Seung-bum,100.0,0.0,1,Person
Combined Task Force ( CTF ) 151,100.0,0.0,2,Organisation
Republic of Philippine Navy Capt. Mateo Carido. CTF 151,100.0,0.0,1,Organisation
operational task forces,100.0,0.0,1,MilitaryPlatform
multi-national,100.0,0.0,1,O
38,100.0,0.0,4,O
promotes,100.0,0.0,1,O
prosperity,100.0,0.0,2,O
3.2,100.0,0.0,1,O
waters,100.0,0.0,8,O
encompassing,100.0,0.0,1,O
lanes,100.0,0.0,1,O
Ko’s,100.0,0.0,1,Person
CTF 151,100.0,0.0,7,Organisation
Task Force ( TF ) 465. TF 465,100.0,0.0,1,Organisation
European Union Naval Forces,100.0,0.0,4,Organisation
piracy,100.0,0.0,6,O
EUNF task forces,100.0,0.0,1,Organisation
collaborate,100.0,0.0,2,O
“We,100.0,0.0,8,O
yielded,100.0,0.0,1,O
tangible,100.0,0.0,4,O
results,100.0,0.0,1,O
Ko,100.0,0.0,2,Person
Established,100.0,0.0,2,O
2009,100.0,0.0,2,Temporal
suppress,100.0,0.0,2,O
armed,100.0,0.0,2,O
robbery,100.0,0.0,2,O
sea,100.0,0.0,8,O
Horn of Africa. The task force,100.0,0.0,1,MilitaryPlatform
collaborates,100.0,0.0,1,O
counter-piracy,100.0,0.0,3,O
Carido,100.0,0.0,1,Person
27-year,100.0,0.0,1,O
veteran,100.0,0.0,3,O
Republic of Philippine Navy,100.0,0.0,1,Organisation
Armed Forces,100.0,0.0,6,MilitaryPlatform
the Philippines,100.0,0.0,2,Location
national,100.0,0.0,9,O
representative,100.0,0.0,2,O
the Philippine Navy,100.0,0.0,1,Organisation
Carido.,100.0,0.0,1,Person
the CMF-affiliated nations.,100.0,0.0,1,Organisation
unwavering,100.0,0.0,1,O
maintaining,100.0,0.0,5,O
recognizing,100.0,0.0,2,O
collaboration.”,100.0,0.0,1,O
The CTF 151,100.0,0.0,1,Organisation
representatives,100.0,0.0,1,O
"Philippines , Australia , Brazil , Italy , Japan , Jordan , South Korea , Spain , Singapore , Thailand",100.0,0.0,1,Location
President Vladimir Putin,100.0,0.0,1,Person
announced,100.0,0.0,6,O
successfully,100.0,0.0,3,O
carried,100.0,0.0,4,O
generation,100.0,0.0,7,O
nuclear-powered cruise missile,100.0,0.0,1,Weapon
State news agency RIA Novosti,100.0,0.0,1,Organisation
Putin,100.0,0.0,19,Person
saying,100.0,0.0,10,O
“last,100.0,0.0,1,O
the Burevestnik,100.0,0.0,5,Weapon
global-range,100.0,0.0,1,O
cruise,100.0,0.0,2,O
nuclear installation,100.0,0.0,1,MilitaryPlatform
nuclear propulsion system,100.0,0.0,1,MilitaryPlatform
conducted.”,100.0,0.0,1,O
speaking,100.0,0.0,4,O
the Valdai Forum in Sochi,100.0,0.0,1,Location
program,100.0,0.0,7,O
March 2018,100.0,0.0,2,Temporal
broader,100.0,0.0,2,O
intercontinental,100.0,0.0,1,O
hypersonic,100.0,0.0,1,O
missiles.,100.0,0.0,2,Weapon
the Kinzhal ballistic missile,100.0,0.0,1,Weapon
the Avangard hypersonic glide vehicle.,100.0,0.0,1,MilitaryPlatform
speech,100.0,0.0,4,O
“Listen,100.0,0.0,1,O
now.”,100.0,0.0,1,O
the Federal Assembly,100.0,0.0,1,Organisation
goal,100.0,0.0,2,O
Sarmat missiles,100.0,0.0,1,Weapon
“It,100.0,0.0,2,O
low-flying,100.0,0.0,1,O
stealth,100.0,0.0,1,O
nuclear warhead,100.0,0.0,1,Weapon
unlimited,100.0,0.0,1,O
unpredictable,100.0,0.0,2,O
trajectory,100.0,0.0,1,O
bypass,100.0,0.0,1,O
interception,100.0,0.0,1,O
boundaries,100.0,0.0,1,O
Western analysts,100.0,0.0,1,Person
run,100.0,0.0,4,O
trouble,100.0,0.0,1,O
tests.,100.0,0.0,1,O
2019,100.0,0.0,1,Temporal
Nuclear Threat Initiative,100.0,0.0,1,Organisation
NTI,100.0,0.0,1,Organisation
analytical,100.0,0.0,1,O
“there,100.0,0.0,1,O
consensus,100.0,0.0,1,O
press,100.0,0.0,3,O
purported,100.0,0.0,1,O
agreement,100.0,0.0,3,O
U.S. intelligence services,100.0,0.0,1,Organisation
13,100.0,0.0,1,O
partial,100.0,0.0,1,O
successes.”,100.0,0.0,1,O
The NTI,100.0,0.0,1,Organisation
Russian military expert Alexei Leonkov,100.0,0.0,1,Person
describing,100.0,0.0,1,O
weapon of retaliation,100.0,0.0,1,Weapon
Intercontinental Ballistic Missiles,100.0,0.0,1,Weapon
finish,100.0,0.0,1,O
chance,100.0,0.0,3,O
Also,100.0,0.0,1,O
the Valdai Forum,100.0,0.0,2,Location
possible,100.0,0.0,7,O
revoke,100.0,0.0,2,O
ratification,100.0,0.0,2,O
treaty,100.0,0.0,4,O
banning,100.0,0.0,2,O
nuclear,100.0,0.0,4,O
tests,100.0,0.0,2,O
“The United States,100.0,0.0,1,Location
corresponding,100.0,0.0,1,O
document,100.0,0.0,1,O
nuclear weapons tests,100.0,0.0,1,MilitaryPlatform
it.,100.0,0.0,4,O
ratified,100.0,0.0,2,O
ratify,100.0,0.0,2,O
Sochi,100.0,0.0,1,Location
The Russian president,100.0,0.0,1,Person
sees,100.0,0.0,1,O
fit,100.0,0.0,1,O
“mirror,100.0,0.0,1,O
manner,100.0,0.0,3,O
the United States”,100.0,0.0,1,Location
Russia’s,100.0,0.0,4,Location
“But,100.0,0.0,1,O
the State Duma deputies.,100.0,0.0,1,Organisation
revoked.,100.0,0.0,1,O
Underground,100.0,0.0,1,O
banned,100.0,0.0,1,O
1996,100.0,0.0,1,O
Comprehensive,100.0,0.0,1,O
Nuclear,100.0,0.0,2,O
Test,100.0,0.0,1,O
Ban,100.0,0.0,1,O
Treaty.,100.0,0.0,1,O
China,100.0,0.0,15,Location
haven’t,100.0,0.0,1,O
Exclusive,100.0,0.0,1,O
Satellite,100.0,0.0,1,O
images,100.0,0.0,4,O
nuclear test sites,100.0,0.0,3,MilitaryPlatform
“no,100.0,0.0,1,O
illusions,100.0,0.0,1,O
parity,100.0,0.0,1,O
destroyed.”,100.0,0.0,1,O
“almost,100.0,0.0,1,O
finished,100.0,0.0,1,O
strategic weapons”,100.0,0.0,1,Weapon
bureaucratic,100.0,0.0,1,O
“move,100.0,0.0,1,O
production,100.0,0.0,2,O
duty.”,100.0,0.0,1,O
conduct,100.0,0.0,4,O
check,100.0,0.0,2,O
efficiently,100.0,0.0,1,O
rule,100.0,0.0,7,O
advise,100.0,0.0,1,O
CNN,100.0,0.0,4,Organisation
in September,100.0,0.0,1,Temporal
the US,100.0,0.0,3,Organisation
new facilities,100.0,0.0,1,Location
dug,100.0,0.0,1,O
tunnels,100.0,0.0,1,O
satellite,100.0,0.0,1,O
tensions,100.0,0.0,1,O
powers,100.0,0.0,1,O
risen,100.0,0.0,1,O
highest,100.0,0.0,2,O
evidence,100.0,0.0,6,O
suggest,100.0,0.0,2,O
imminent,100.0,0.0,2,O
obtained,100.0,0.0,1,O
prominent,100.0,0.0,2,O
analyst,100.0,0.0,2,O
nonproliferation,100.0,0.0,1,O
studies,100.0,0.0,2,O
illustrate,100.0,0.0,1,O
expansions,100.0,0.0,1,O
a few years ago,100.0,0.0,1,Temporal
invested,100.0,0.0,1,O
money,100.0,0.0,5,O
modernizing,100.0,0.0,1,O
nuclear arsenals,100.0,0.0,1,Weapon
retired,100.0,0.0,1,O
US Air Force Col. Cedric Leighton,100.0,0.0,1,Person
bloody siege,100.0,0.0,1,MilitaryPlatform
nearly 20 months,100.0,0.0,1,Temporal
conquer,100.0,0.0,1,O
large swaths of Ukrainian land,100.0,0.0,1,Location
on Thursday,100.0,0.0,3,Temporal
–,100.0,0.0,19,O
instead,100.0,0.0,4,O
“principles.”,100.0,0.0,1,O
territorial,100.0,0.0,2,O
clear.,100.0,0.0,1,O
largest,100.0,0.0,10,O
conquering,100.0,0.0,1,O
additional,100.0,0.0,4,O
Tens,100.0,0.0,1,O
towns,100.0,0.0,1,O
villages,100.0,0.0,1,O
wiped,100.0,0.0,2,O
billions of dollars of infrastructure,100.0,0.0,1,Money
Putin’s,100.0,0.0,1,Person
Ukraine began on February 24 last year.,100.0,0.0,1,Temporal
the Russian president,100.0,0.0,1,Person
attempted,100.0,0.0,2,O
annex,100.0,0.0,1,O
Ukrainian regions,100.0,0.0,1,Location
violation,100.0,0.0,2,O
add,100.0,0.0,2,O
Moscow’s forces since 2014,100.0,0.0,1,Temporal
pool,100.0,0.0,1,O
photograph,100.0,0.0,1,O
distributed,100.0,0.0,2,O
owned,100.0,0.0,1,O
agency,100.0,0.0,2,O
Sputnik,100.0,0.0,1,Organisation
Russian President Vladimir Putin,100.0,0.0,1,Person
plenary,100.0,0.0,1,O
session,100.0,0.0,1,O
the Valdai Discussion Club forum in Sochi,100.0,0.0,1,Location
"October 5 , 2023.",100.0,0.0,1,Temporal
Photo,100.0,0.0,3,O
Grigory SYSOYEV / POOL / AFP,100.0,0.0,1,Person
GRIGORY SYSOYEV / POOL / AFP,100.0,0.0,1,Person
Getty,100.0,0.0,2,O
Images,100.0,0.0,1,O
'fragments of hand grenades,100.0,0.0,1,Weapon
found,100.0,0.0,3,O
“attempting,100.0,0.0,1,O
establish,100.0,0.0,1,O
issue,100.0,0.0,1,O
“about,100.0,0.0,1,O
principles,100.0,0.0,2,O
underlying,100.0,0.0,1,O
order.”,100.0,0.0,1,O
denial,100.0,0.0,1,O
“a,100.0,0.0,2,O
in the world,100.0,0.0,1,Location
unilaterally,100.0,0.0,1,O
compel,100.0,0.0,1,O
behave,100.0,0.0,1,O
hegemon,100.0,0.0,1,O
pleases,100.0,0.0,1,O
conflicts,100.0,0.0,3,O
referring,100.0,0.0,1,O
Western elites,100.0,0.0,1,Organisation
justify,100.0,0.0,4,O
